No,Năm,Tháng,Khách Hàng C2,Khách hàng C1,Tỉnh,Sản phẩm,Số lượng,Doanh thu,Nhóm sản phẩm
1121,2018,Nov,LDG-062,LDG014,Lâm Đồng,MPT,5.0,22638079.36,Insecticide
1122,2018,Dec,LDG-062,LDG014,Lâm Đồng,MTL,10.0,82321040.64,Fungicide
1123,2018,Dec,LDG-062,LDG014,Lâm Đồng,HO,5.0,35957029.76,Fungicide
1124,2018,Dec,LDG-062,LDG014,Lâm Đồng,GO,3.0,4928838.912,Insecticide
1125,2018,Dec,LDG-062,LDG014,Lâm Đồng,MPT,10.0,45276158.72,Insecticide
1126,2018,Oct,LDG-064,LDG005,Lâm Đồng,GN,4.0,10936430.08,Bio-organic
1127,2018,Oct,LDG-064,LDG005,Lâm Đồng,DA,1.0,5603886.336,Insecticide
1128,2018,Oct,LDG-064,LDG005,Lâm Đồng,RA,1.0,8478628.736,Fungicide
1129,2018,Oct,LDG-064,LDG005,Lâm Đồng,LS,1.0,6556067.2,Fungicide
1130,2018,Oct,LDG-064,LDG005,Lâm Đồng,MTL,1.0,8232104.064,Fungicide
1131,2018,Oct,LDG-064,LDG005,Lâm Đồng,WR,1.0,4663287.168,Insecticide
1132,2019,Jan,LDG-258,LDG019,Lâm Đồng,MPT,10.0,45276158.72,Insecticide
1133,2019,Jan,LDG-258,LDG019,Lâm Đồng,GN,4.0,10936430.08,Bio-organic
1134,2019,Jan,LDG-258,LDG019,Lâm Đồng,MTL,8.0,65856832.512,Fungicide
1135,2019,Jan,LDG-258,LDG019,Lâm Đồng,RA,8.333333333333334,70655239.46666668,Fungicide
1136,2019,Jan,LDG-258,LDG019,Lâm Đồng,HO,3.0,21574217.856,Fungicide
1137,2019,Mar,LDG-258,LDG003,Lâm Đồng,RA,6.0,50871772.416,Fungicide
1138,2019,Mar,LDG-258,LDG003,Lâm Đồng,MPT,2.0,9804732.928,Insecticide
1139,2019,Mar,LDG-258,LDG003,Lâm Đồng,MTL,10.0,82321040.64,Fungicide
1140,2019,Mar,LDG-258,LDG003,Lâm Đồng,MPT,10.0,45276158.72,Insecticide
1141,2018,Nov,LDG-066,LDG014,Lâm Đồng,MTL,5.0,41160520.32,Fungicide
1142,2018,Nov,LDG-066,LDG014,Lâm Đồng,HO,3.0,21574217.856,Fungicide
1143,2018,Nov,LDG-066,LDG014,Lâm Đồng,GO,4.0,6571785.216,Insecticide
1144,2018,Nov,LDG-066,LDG014,Lâm Đồng,MPT,3.0,13582847.616,Insecticide
1145,2018,Nov,LDG-066,LDG014,Lâm Đồng,LS,2.0,13112134.4,Fungicide
1146,2019,Jan,LDG-066,LDG014,Lâm Đồng,SR,1.0,6892763.648,Fungicide
1147,2019,Jan,LDG-066,LDG014,Lâm Đồng,SO,5.0,6444386.56,PHG & Fertilizer
1148,2019,Jan,LDG-066,LDG014,Lâm Đồng,HO,1.0,7191405.952,Fungicide
1149,2019,Jan,LDG-066,LDG014,Lâm Đồng,MPT,1.0,4902366.464,Insecticide
1150,2019,Jan,LDG-066,LDG014,Lâm Đồng,MPT,3.0,13582847.616,Insecticide
1151,2019,Jan,LDG-066,LDG014,Lâm Đồng,MTL,1.0,8232104.064,Fungicide
1152,2019,Mar,LDG-066,LDG014,Lâm Đồng,HO,3.0,21574217.856,Fungicide
1153,2019,Mar,LDG-066,LDG014,Lâm Đồng,GO,4.0,6571785.216,Insecticide
1154,2019,Mar,LDG-066,LDG014,Lâm Đồng,MPT,3.0,13582847.616,Insecticide
1155,2019,Mar,LDG-066,LDG014,Lâm Đồng,LS,2.0,13112134.4,Fungicide
1156,2019,Mar,LDG-068,LDG005,Lâm Đồng,MPT,25.0,113190396.8,Insecticide
1157,2019,Mar,LDG-068,LDG005,Lâm Đồng,MPT,2.0,9804732.928,Insecticide
1158,2019,Mar,LDG-068,LDG005,Lâm Đồng,RA,2.0,16957257.472,Fungicide
1159,2019,Mar,LDG-068,LDG005,Lâm Đồng,LS,2.0,13112134.4,Fungicide
1160,2019,Mar,LDG-068,LDG005,Lâm Đồng,SO,3.0,3866631.936,PHG & Fertilizer
1161,2019,Mar,LDG-068,LDG005,Lâm Đồng,MTL,3.0,24696312.192,Fungicide
1162,2019,Mar,LDG-068,LDG005,Lâm Đồng,JD,2.0,4445716.736,Insecticide
1163,2019,Feb,BTE-013,BTE003,Bến Tre,MTL,2.0,16464208.128,Fungicide
1164,2019,Feb,BTE-013,BTE003,Bến Tre,MTL,6.0,50320814.592,Fungicide
1165,2019,Feb,BTE-013,BTE003,Bến Tre,MPT,1.0,4902366.464,Insecticide
1166,2019,Feb,BTE-013,BTE003,Bến Tre,JN,5.0,29409235.2,Insecticide
1167,2019,Feb,BTE-013,BTE003,Bến Tre,PAN,14.0,23684568.32,Herbicide & Molluscicide
1168,2019,Feb,BTE-013,BTE003,Bến Tre,PAN,4.0,6442732.032,Herbicide & Molluscicide
1169,2019,Feb,BTE-013,BTE003,Bến Tre,SO,7.0,9022141.184,PHG & Fertilizer
1170,2019,Mar,BTE-013,BTE003,Bến Tre,MTL,2.0,16773604.864,Fungicide
1171,2019,Mar,BTE-013,BTE003,Bến Tre,MTL,2.0,16464208.128,Fungicide
1172,2019,Mar,BTE-013,BTE003,Bến Tre,JN,2.0,11763694.08,Insecticide
1173,2019,Mar,BTE-013,BTE003,Bến Tre,HO,1.0,5779266.304,Fungicide
1174,2019,Mar,BTE-013,BTE003,Bến Tre,JN,2.0,9869259.52,Insecticide
1175,2019,Mar,BTE-013,BTE003,Bến Tre,MPT,1.0,4902366.464,Insecticide
1176,2019,Mar,BTE-013,BTE003,Bến Tre,WR,1.0,4101574.912,Insecticide
1177,2019,Mar,BTE-013,BTE003,Bến Tre,SO,2.0,2577754.624,PHG & Fertilizer
1178,2018,Oct,LDG-248,LDG018,Lâm Đồng,MPT,1.0,4902366.464,Insecticide
1179,2018,Oct,LDG-248,LDG018,Lâm Đồng,WR,1.0,4663287.168,Insecticide
1180,2018,Oct,LDG-248,LDG018,Lâm Đồng,JN,1.0,4934629.76,Insecticide
1181,2018,Oct,LDG-248,LDG018,Lâm Đồng,MTL,1.0,8232104.064,Fungicide
1182,2019,Mar,LDG-248,LDG018,Lâm Đồng,MTL,3.0,24696312.192,Fungicide
1183,2019,Mar,DTP-266,DTP015,Đồng Tháp,EL,5.0,38095507.2,Herbicide & Molluscicide
1184,2019,Mar,DTP-266,DTP015,Đồng Tháp,LS,5.0,32780336.0,Fungicide
1185,2019,Mar,QTI-005,QTI001,Quảng Trị,FI,4.0,45383703.04,Herbicide & Molluscicide
1186,2019,Mar,QTI-005,QTI001,Quảng Trị,EL,4.0,30476405.76,Herbicide & Molluscicide
1187,2019,Mar,QTI-005,QTI001,Quảng Trị,FAX,6.0,16543625.472,Herbicide & Molluscicide
1188,2019,Mar,QTI-005,QTI001,Quảng Trị,WR,8.0,32812599.296,Insecticide
1189,2019,Mar,QTI-005,QTI001,Quảng Trị,JN,1.0,5881847.04,Insecticide
1190,2019,Mar,QTI-005,QTI001,Quảng Trị,AN,6.0,12121072.128,Insecticide
1191,2019,Mar,QTI-005,QTI001,Quảng Trị,FY,5.0,48014402.56,Fungicide
1192,2019,Mar,QTI-005,QTI001,Quảng Trị,FY,1.0,8499310.336,Fungicide
1193,2019,Mar,QTI-005,QTI001,Quảng Trị,SR,4.0,12683611.648,Fungicide
1194,2019,Mar,QTI-005,QTI001,Quảng Trị,FL,3.0,19663238.016,Fungicide
1195,2018,Oct,LDG-071,LDG003,Lâm Đồng,RA,2.0,16957257.472,Fungicide
1196,2018,Oct,LDG-071,LDG003,Lâm Đồng,MTL,1.0,8232104.064,Fungicide
1197,2018,Oct,LDG-071,LDG003,Lâm Đồng,RA,4.0,33914514.944,Fungicide
1198,2018,Oct,LDG-071,LDG003,Lâm Đồng,SR,2.0,13785527.296,Fungicide
1199,2018,Oct,LDG-071,LDG003,Lâm Đồng,MPT,2.0,9804732.928,Insecticide
1200,2018,Oct,LDG-071,LDG003,Lâm Đồng,MTL,5.0,41160520.32,Fungicide
1201,2018,Oct,LDG-071,LDG003,Lâm Đồng,MTL,1.0,8386802.432,Fungicide
1202,2018,Oct,LDG-071,LDG003,Lâm Đồng,JD,2.0,4445716.736,Insecticide
1203,2018,Oct,LDG-071,LDG003,Lâm Đồng,WR,2.0,9326574.336,Insecticide
1204,2018,Oct,LDG-071,LDG003,Lâm Đồng,PAN,5.0,8053415.04,Herbicide & Molluscicide
1205,2018,Oct,LDG-071,LDG003,Lâm Đồng,JN,2.0,9869259.52,Insecticide
1206,2018,Dec,LDG-071,LDG003,Lâm Đồng,RA,3.0,25435886.208,Fungicide
1207,2018,Dec,LDG-071,LDG003,Lâm Đồng,SR,2.0,13785527.296,Fungicide
1208,2018,Dec,LDG-071,LDG003,Lâm Đồng,MPT,3.0,14707099.391999999,Insecticide
1209,2018,Dec,LDG-071,LDG003,Lâm Đồng,MTL,10.0,82321040.64,Fungicide
1210,2018,Dec,LDG-071,LDG003,Lâm Đồng,MTL,1.0,8386802.432,Fungicide
1211,2018,Dec,LDG-071,LDG003,Lâm Đồng,DA,0.8,3631358.0544,Insecticide
1212,2018,Dec,LDG-071,LDG003,Lâm Đồng,WR,2.0,9326574.336,Insecticide
1213,2018,Dec,LDG-071,LDG003,Lâm Đồng,PAN,10.0,16106830.08,Herbicide & Molluscicide
1214,2018,Dec,LDG-071,LDG003,Lâm Đồng,GN,2.0,5468215.04,Bio-organic
1215,2019,Feb,LDG-071,LDG003,Lâm Đồng,RA,2.0,16957257.472,Fungicide
1216,2019,Feb,LDG-071,LDG003,Lâm Đồng,SR,1.0,6892763.648,Fungicide
1217,2019,Feb,LDG-071,LDG003,Lâm Đồng,MPT,2.0,9804732.928,Insecticide
1218,2019,Feb,LDG-071,LDG003,Lâm Đồng,MTL,3.0,24696312.192,Fungicide
1219,2019,Feb,LDG-071,LDG003,Lâm Đồng,SN,1.0,6761228.672,Insecticide
1220,2019,Feb,LDG-071,LDG003,Lâm Đồng,JN,2.0,9869259.52,Insecticide
1221,2019,Feb,LDG-071,LDG003,Lâm Đồng,WR,2.0,9326574.336,Insecticide
1222,2019,Feb,LDG-071,LDG003,Lâm Đồng,JD,3.0,6668575.104,Insecticide
1223,2019,Feb,LDG-071,LDG003,Lâm Đồng,PAN,3.0,4832049.024,Herbicide & Molluscicide
1224,2019,Mar,LDG-071,LDG003,Lâm Đồng,MPT,5.0,24511832.32,Insecticide
1225,2019,Mar,LDG-071,LDG003,Lâm Đồng,MTL,3.0,24696312.192,Fungicide
1226,2019,Mar,LDG-071,LDG003,Lâm Đồng,JN,7.0,34542408.32,Insecticide
1227,2019,Mar,LDG-071,LDG003,Lâm Đồng,JD,8.0,17782866.944,Insecticide
1228,2019,Mar,LDG-071,LDG014,Lâm Đồng,RA,2.0,16957257.472,Fungicide
1229,2019,Mar,LDG-071,LDG014,Lâm Đồng,PAN,15.0,24160245.12,Herbicide & Molluscicide
