No,Tháng,Năm,Khách hàng C2,Khách Hàng C1,Tỉnh,Tên hoạt động,Số lượng,Nhóm Sản phẩm,Sản Phẩm,Cây Trồng,SL Nông Dân,Đầu tư,Triển khai
426,Dec,2018,LAN-030,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
427,Dec,2018,LAN-036,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
428,Dec,2018,LAN-051,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
429,Dec,2018,LAN-081,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
430,Dec,2018,LAN-031,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
431,Dec,2018,LAN-026,LAN032,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
432,Jan,2019,LAN-066,LAN032,Long An,SC,1.0,Fungicide,FY,Thanh Long,25,1654825.0000000002,SE
433,Jan,2019,LAN-083,LAN032,Long An,SC,1.0,Fungicide,FY,Thanh Long,25,1654825.0000000002,SE
434,Jan,2019,LAN-053,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
435,Jan,2019,LAN-084,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
436,Jan,2019,LAN-082,LAN032,Long An,SC,1.0,Fungicide,FY,Thanh Long,25,1654825.0000000002,SE
437,Jan,2019,LAN-112,LAN032,Long An,SC,1.0,Fungicide,FY,Thanh Long,25,1654825.0000000002,SE
438,Jan,2019,LAN-128,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
439,Jan,2019,LAN-101,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
440,Jan,2019,LAN-147,LAN032,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
441,Jan,2019,LAN-143,LAN032,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
442,Jan,2019,LAN-041,LAN006,Long An,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
443,Jan,2019,LAN-133,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
444,Jan,2019,LAN-007,LAN006,Long An,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
445,Jan,2019,LAN-146,LAN006,Long An,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
446,Jan,2019,LAN-025,LAN032,Long An,SC,1.0,Fungicide,FY,Thanh Long,25,1654825.0000000002,SE
447,Jan,2019,LAN-085,LAN032,Long An,SC,1.0,Fungicide,FY,Thanh Long,25,1654825.0000000002,SE
448,Jan,2019,LAN-113,LAN032,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
449,Jan,2019,LAN-057,LAN032,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
450,Jan,2019,LAN-001,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
451,Jan,2019,LAN-009,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
452,Jan,2019,LAN-063,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
453,Jan,2019,LAN-086,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
454,Jan,2019,LAN-107,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
455,Jan,2019,LAN-038,LAN032,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
456,Jan,2019,LAN-058,LAN032,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
457,Jan,2019,LAN-019,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
458,Jan,2019,LAN-122,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
459,Jan,2019,LAN-023,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
460,Jan,2019,LAN-037,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
461,Jan,2019,LAN-059,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
462,Jan,2019,LAN-060,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
463,Jan,2019,LAN-021,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
464,Jan,2019,LAN-068,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
465,Jan,2019,LAN-093,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
466,Jan,2019,LAN-117,LAN006,Long An,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
467,Dec,2018,LDG-148,LDG018,Lâm Đồng,E30,1.0,Fungicide,HO,Rau màu,30,11225975.0,SE
468,Dec,2018,LDG-015,LDG003,Lâm Đồng,E30,1.0,Fungicide,HO,Rau màu,30,11225975.0,SE
469,Dec,2018,LDG-219,LDG005,Lâm Đồng,E30,1.0,Fungicide,HO,Rau màu,30,11225975.0,SE
470,Jan,2018,LDG-095,LDG005,Lâm Đồng,E60,1.0,Insecticide,DA,Rau màu,60,22094150.0,SE
471,Jan,2019,DLK-013,DLK012,Đắk Lắk,E100,1.0,Fungicide,MAL,Sầu Riêng,100,37479550.0,SE
472,Jan,2019,DLK-052,DLK012,Đắk Lắk,E100,1.0,Fungicide,MAL,Sầu Riêng,100,37479550.0,SE
473,Dec,2018,DNI-090,DNI001,Đồng Nai,TM,1.0,Fungicide,HO,Sầu Riêng,20,3309650.0000000005,ST
474,Dec,2018,DNI-130,DNI001,Đồng Nai,TM,1.0,Fungicide,HO,Sầu Riêng,20,3309650.0000000005,ST
475,Jan,2019,VTU-004,DNI001,Bà Rịa - Vũng Tàu,TM,2.0,Fungicide,SR,Lúa,40,6619300.000000001,ST
476,Dec,2018,DNI-104,DNI001,Đồng Nai,Demo,2.0,Fungicide,HO,Chuối,10,3184420.0000000005,ST
477,Dec,2018,DNI-110,DNI001,Đồng Nai,Demo,2.0,Fungicide,HO,Chuối,10,3184420.0000000005,ST
478,Dec,2018,DNI-128,DNI001,Đồng Nai,Demo,1.0,Fungicide,HO,Sầu Riêng,5,1592210.0000000002,ST
479,Dec,2018,DNI-048,DNI001,Bà Rịa - Vũng Tàu,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
480,Dec,2018,VTU-010,DNI001,Bà Rịa - Vũng Tàu,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
481,Dec,2018,TNH-017,TNH013,Tây Ninh,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
482,Dec,2018,TNH-034,TNH011,Tây Ninh,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
483,Jan,2019,VTU-004,DNI001,Đồng Nai,FA,10.0,Fungicide,FY,Lúa,10,894500.0000000001,ST
484,Jan,2019,DNI-048,DNI001,Đồng Nai,FA,5.0,Fungicide,FY,Lúa,5,447250.00000000006,ST
485,Jan,2019,VTU-010,DNI001,Đồng Nai,FA,5.0,Fungicide,FY,Lúa,5,447250.00000000006,ST
486,Feb,2019,TNH-034,TNH011,Tây Ninh,FA,5.0,Fungicide,FY,Lúa,5,447250.00000000006,ST
487,Feb,2019,TNH-029,TNH012,Tây Ninh,FA,5.0,Fungicide,FY,Lúa,5,447250.00000000006,ST
488,Feb,2019,TNH-017,TNH013,Tây Ninh,FA,5.0,Fungicide,FY,Lúa,5,447250.00000000006,ST
489,Dec,2018,TNH-003,SGN050,Tây Ninh,FA,5.0,Fungicide,HO,Sầu Riêng,5,447250.00000000006,ST
490,Dec,2018,BTN-069,BTN002,Bình Thuận,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
491,Dec,2018,BTN-055,BTN002,Bình Thuận,E100,1.0,Fungicide,FY,Lúa,100,37479550.0,SE
492,Jan,2019,TGG-046,TGG013,Tiền Giang,SC,3.0,Fungicide,MAL,Xoài,75,4964475.0,SE
493,Jan,2019,TGG-140,TGG013,Tiền Giang,SC,3.0,Fungicide,MAL,Sầu Riêng,75,4964475.0,SE
494,Jan,2019,TGG-133,TGG013,Tiền Giang,SC,3.0,Fungicide,MAL,Sầu Riêng,75,4964475.0,SE
495,Jan,2019,TGG-143,TGG013,Tiền Giang,SC,3.0,Fungicide,MAL,Sầu Riêng,75,4964475.0,SE
496,Jan,2019,TGG-043,TGG013,Tiền Giang,SC,3.0,Fungicide,MAL,Chanh,75,4964475.0,SE
497,Jan,2019,TGG-182,TGG013,Tiền Giang,SC,3.0,Fungicide,MAL,Sầu Riêng,75,4964475.0,SE
498,Jan,2019,TGG-180,TGG013,Tiền Giang,SC,2.0,Insecticide,JO,Chanh,50,3309650.0000000005,SE
499,Jan,2019,TGG-068,TGG004,Tiền Giang,SC,3.0,Fungicide,FY,Lúa,75,4964475.0,SE
500,Jan,2019,AGG-353,TGG004,Tiền Giang,SC,3.0,Fungicide,FY,Lúa,75,4964475.0,SE
501,Jan,2019,TGG-123,TGG004,Tiền Giang,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
502,Jan,2019,TGG-153,TGG001,Tiền Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
503,Jan,2019,TGG-026,TGG001,Tiền Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
504,Jan,2019,TGG-029,TGG001,Tiền Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
505,Jan,2019,TGG-058,TGG001,Tiền Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
506,Jan,2019,TGG-138,TGG001,Tiền Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
507,Jan,2019,TGG-154,TGG001,Tiền Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
508,Jan,2019,TGG-148,TGG001,Tiền Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
509,Jan,2019,TGG-122,TGG001,Tiền Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
510,Jan,2019,TGG-099,TGG001,Tiền Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
511,Jan,2019,TGG-097,TGG001,Tiền Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
512,Jan,2019,VLG-009,VLG008,Vĩnh Long,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
513,Jan,2019,VLG-007,VLG008,Vĩnh Long,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
514,Jan,2019,VLG-064,DTP006,Vĩnh Long,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
515,Dec,2018,QNI-003,QNI001,Quảng Ngãi,E30,1.0,Herbicide & Molluscicide,FAX,Lúa,30,11225975.0,SE
516,Dec,2018,QNI004,QNI001,Quảng Ngãi,E30,1.0,Herbicide & Molluscicide,FAX,Lúa,30,11225975.0,SE
517,Jan,2019,DNI-085,DNI020,Đồng Nai,E400,1.0,Fungicide,SR,Sầu Riêng,400,164230200.0,SE
518,Feb,2019,DTP-258,CTO018,Cần Thơ,SC,2.0,Herbicide & Molluscicide,FAX,Lúa,50,3309650.0000000005,SE
519,Feb,2019,CTO-035,CTO018,Cần Thơ,SC,2.0,Fungicide,HO,Dưa hấu,50,3309650.0000000005,SE
520,Feb,2019,GLI-089,CTO018,Cần Thơ,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
521,Feb,2019,CTO-064,CTO018,Cần Thơ,SC,2.0,Fungicide,HO,Dưa hấu,50,3309650.0000000005,SE
522,Feb,2019,CTO-094,CTO018,Cần Thơ,SC,2.0,Herbicide & Molluscicide,FAX,Lúa,50,3309650.0000000005,SE
523,Feb,2019,CTO-058,CTO003,Cần Thơ,SC,1.0,Fungicide,MAL,Mận,25,1654825.0000000002,SE
524,Feb,2019,CTO-078,CTO003,Cần Thơ,SC,1.0,Fungicide,MAL,Mận,25,1654825.0000000002,SE
525,Feb,2019,CTO-067,CTO003,Cần Thơ,SC,1.0,Fungicide,MAL,Sầu Riêng,25,1654825.0000000002,SE
526,Feb,2019,HGG-075,CTO006,Hậu Giang,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
527,Feb,2019,HGG-092,CTO006,Hậu Giang,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
528,Feb,2019,HGG-063,CTO006,Hậu Giang,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
529,Feb,2019,HGG-051,CTO006,Hậu Giang,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
530,Feb,2019,HGG-046,CTO014,Hậu Giang,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
531,Feb,2019,HGG-088,CTO014,Hậu Giang,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
532,Feb,2019,HGG-036,CTO014,Hậu Giang,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
533,Feb,2019,HGG-015,CTO014,Hậu Giang,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
534,Feb,2019,HGG-043,CTO014,Hậu Giang,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
535,Feb,2019,STG-083,STG001,Sóc Trăng,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
536,Feb,2019,STG-065,STG001,Sóc Trăng,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
537,Feb,2019,KGG-055,STG001,Sóc Trăng,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
538,Feb,2019,STG-006,STG001,Sóc Trăng,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
539,Feb,2019,DNI-001,STG001,Sóc Trăng,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
540,Feb,2019,BLU-004,STG010,Bạc Liêu,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
541,Feb,2019,BLU-054,STG010,Bạc Liêu,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,SE
542,Jan,2019,BTN-003,BTN002,Bình Thuận,E100,1.0,Fungicide,FY,Lúa,100,37479550.0,SE
543,Jan,2019,BTN-059,BTN002,Bình Thuận,E100,1.0,Fungicide,FY,Lúa,100,37479550.0,SE
544,Feb,2019,KGG-135,kgg008,Kiên Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
545,Feb,2019,KGG-186,kgg008,Kiên Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
546,Feb,2019,KGG-161,kgg008,Kiên Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
547,Feb,2019,KGG-080,kgg008,Kiên Giang,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
548,Jan,2019,KGG-100,kgg008,Kiên Giang,E200,1.0,Fungicide,FY,Lúa,200,82562350.0,SE
549,Jan,2019,KGG-215,KGG013,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,ST
550,Jan,2019,KGG-213,KGG013,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,ST
551,Jan,2019,KGG-131,KGG013,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,ST
552,Jan,2019,KGG-009,KGG013,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,ST
553,Jan,2019,KHA-051,KGG013,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,ST
554,Jan,2019,KGG-128,KGG013,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,ST
555,Jan,2019,KGG-223,KGG013,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,ST
556,Jan,2019,KGG-234,KGG013,Kiên Giang,SC,4.0,Fungicide,FY,Lúa,100,6619300.000000001,ST
557,Jan,2019,KGG-221,KGG013,Kiên Giang,SC,1.0,Fungicide,FY,Lúa,25,1654825.0000000002,ST
558,Jan,2019,BTN-040,BTN008,Bình Thuận,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
559,Jan,2019,BTN-055,BTN002,Bình Thuận,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
560,Jan,2019,BTN-108,BTN002,Bình Thuận,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
561,Jan,2019,BTN-119,BTN010,Bình Thuận,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
562,Jan,2019,BTN-069,BTN002,Bình Thuận,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
563,Jan,2019,BTN-053,BTN002,Bình Thuận,TM,1.0,Fungicide,HO,Thanh Long,20,3309650.0000000005,ST
564,Jan,2019,BTN-133,BTN008,Bình Thuận,TM,1.0,Fungicide,FY,Lúa,20,3309650.0000000005,ST
565,Jan,2019,KHA-004,NTN002,Khánh Hoà,TM,2.0,Fungicide,FY,Lúa,40,6619300.000000001,ST
566,Jan,2019,AGG-014,AGG029,An Giang,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
567,Jan,2019,AGG-304,AGG029,An Giang,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
568,Jan,2019,AGG-101,AGG023,An Giang,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
569,Jan,2019,AGG-265,AGG023,An Giang,Demo,2.0,Fungicide,HO,Sầu Riêng,10,3184420.0000000005,ST
570,Jan,2019,AGG-062,AGG028,An Giang,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
571,Jan,2019,AGG-145,AGG028,An Giang,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
572,Jan,2019,AGG-173,AGG028,An Giang,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
573,Jan,2019,AGG-125,AGG028,An Giang,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
574,Jan,2019,AGG-296,AGG028,An Giang,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
575,Jan,2019,DTP-011,DTP006,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
576,Feb,2019,DTP-217,DTP006,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
577,Feb,2019,DTP-027,DTP006,Đồng Tháp,E60,1.0,Bio-organic,GN,Xoài,60,22094150.0,SE
578,Feb,2019,DTP-161,DTP006,Đồng Tháp,E60,1.0,Bio-organic,GN,Bầu,60,22094150.0,SE
579,Feb,2019,DTP-257,DTP015,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
580,Feb,2019,DTP-222,DTP015,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
581,Feb,2019,DTP-196,DTP015,Đồng Tháp,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
582,Feb,2019,DTP-048,DTP015,Đồng Tháp,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
583,Feb,2019,DTP-122,DTP015,Đồng Tháp,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
584,Feb,2019,DTP-140,DTP015,Đồng Tháp,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
585,Feb,2019,DTP-051,DTP006,Đồng Tháp,Demo,1.0,Bio-organic,GN,Quýt,5,1592210.0000000002,ST
586,Feb,2019,DTP-253,DTP006,Đồng Tháp,Demo,1.0,Bio-organic,GN,Quýt,5,1592210.0000000002,ST
587,Feb,2019,DTP-161,DTP006,Đồng Tháp,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
588,Feb,2019,DTP-108,DTP006,Đồng Tháp,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
589,Feb,2019,DTP-141,DTP006,Đồng Tháp,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
590,Feb,2019,DTP-044,DTP006,Đồng Tháp,Demo,1.0,Fungicide,FY,Lúa,5,1592210.0000000002,ST
591,Jan,2019,BLU-018,STG010,Bạc Liêu,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
592,Jan,2019,BLU-004,STG010,Bạc Liêu,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
593,Jan,2019,KGG-055,STG001,Sóc Trăng,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
594,Jan,2019,STG-102,STG001,Sóc Trăng,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
595,Jan,2019,STG-102,STG001,Sóc Trăng,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
596,Feb,2019,STG-112,STG001,Sóc Trăng,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
597,Feb,2019,STG-016,STG010,Sóc Trăng,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
598,Feb,2019,HGG-015,HGG003,Hậu Giang,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
599,Feb,2019,HGG-046,HGG003,Hậu Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
600,Feb,2019,HGG-088,HGG003,Hậu Giang,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
601,Feb,2019,HGG-047,STG013,Hậu Giang,SC,2.0,Herbicide & Molluscicide,FAX,Lúa,50,3309650.0000000005,SE
602,Feb,2019,HGG-086,STG013,Hậu Giang,SC,2.0,Fungicide,MAL,Dưa hấu,50,3309650.0000000005,SE
603,Feb,2019,HGG-036,STG013,Hậu Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
604,Feb,2019,HGG-043,STG013,Hậu Giang,SC,2.0,Fungicide,MAL,Sầu Riêng,50,3309650.0000000005,SE
605,Feb,2019,HGG-010,HGG002,Hậu Giang,SC,2.0,Fungicide,FY,Lúa,50,3309650.0000000005,SE
606,Jan,2019,DNG-018,DLK004,Đắk Lắk,E30,1.0,Fungicide,MAL,Sầu Riêng,30,11225975.0,SE
607,Feb,2019,DTP-141,DTP006,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
608,Feb,2019,DTP-140,DTP006,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
609,Feb,2019,VLG-063,VLG008,Vĩnh Long,Demo,1.0,Bio-organic,GN,Cam,5,1592210.0000000002,ST
610,Feb,2019,VLG-063,VLG008,Vĩnh Long,Demo,1.0,Bio-organic,GN,Cam,5,1592210.0000000002,ST
611,Feb,2019,VLG-064,VLG008,Vĩnh Long,Demo,1.0,Bio-organic,GN,Cam,5,1592210.0000000002,ST
612,Feb,2019,VLG-064,VLG008,Vĩnh Long,Demo,1.0,Bio-organic,GN,Cam,5,1592210.0000000002,ST
613,Feb,2019,VLG-064,VLG008,Vĩnh Long,Demo,1.0,Bio-organic,GN,Cam,5,1592210.0000000002,ST
614,Feb,2019,VLG-064,VLG008,Vĩnh Long,Demo,1.0,Bio-organic,GN,Cam,5,1592210.0000000002,ST
615,Feb,2019,STG-111,VLG008,Vĩnh Long,Demo,1.0,Bio-organic,GN,Cam,5,1592210.0000000002,ST
616,Feb,2019,STG-111,VLG008,Vĩnh Long,Demo,1.0,Bio-organic,GN,Cam,5,1592210.0000000002,ST
617,Feb,2019,STG-111,VLG008,Vĩnh Long,Demo,1.0,Bio-organic,GN,Cam,5,1592210.0000000002,ST
618,Feb,2019,STG-111,VLG008,Vĩnh Long,Demo,1.0,Bio-organic,GN,Cam,5,1592210.0000000002,ST
619,Jan,2019,DLK-020,DLK012,Đắk Lắk,E30,1.0,Fungicide,MAL,Sầu Riêng,30,11225975.0,SE
620,Feb,2019,TVH-024,VLG008,Trà Vinh,TM,1.0,Fungicide,FY,Lúa,20,3309650.0000000005,ST
621,Feb,2019,TVH-059,VLG008,Trà Vinh,TM,1.0,Fungicide,FY,Lúa,20,3309650.0000000005,ST
622,Feb,2019,TVH-054,VLG008,Trà Vinh,TM,1.0,Fungicide,FY,Lúa,20,3309650.0000000005,ST
623,Feb,2019,TNH-032,TNH014,Tây Ninh,E30,1.0,Insecticide,DA,Mãng cầu,30,11225975.0,SE
624,Feb,2019,CTO-067,CTO003,Cần Thơ,E30,1.0,Fungicide,MAL,Sầu Riêng,30,11225975.0,SE
625,Feb,2019,CTO-067,CTO003,Cần Thơ,E30,1.0,Fungicide,MAL,Sầu Riêng,30,11225975.0,SE
626,Mar,2019,HGG-048,CTO003,Cần Thơ,E30,1.0,Fungicide,MAL,Lúa,30,11225975.0,SE
627,Mar,2019,CTO-060,CTO003,Cần Thơ,E30,1.0,Fungicide,MAL,Sầu Riêng,30,11225975.0,SE
628,Feb,2019,DTP-098,DTP006,Đồng Tháp,E200,1.0,Fungicide,FY,Lúa,200,82562350.0,ST
629,Feb,2019,AGG-220,AGG029,An Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
630,Feb,2019,AGG-224,AGG029,An Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
631,Feb,2019,AGG-301,AGG029,An Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
632,Feb,2019,AGG-333,AGG029,An Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
633,Feb,2019,AGG-272,AGG029,An Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
634,Mar,2019,AGG-335,AGG029,An Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
635,Mar,2019,DTP-196,DTP015,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
636,Mar,2019,DTP-071,DTP015,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
637,Feb,2019,LAN-041,LAN032,Long An,E100,1.0,Fungicide,FY,Lúa,100,37479550.0,SE
638,Mar,2019,DTP-112,DTP015,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
639,Mar,2019,DTP-108,DTP006,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
640,Mar,2019,DTP-174,DTP006,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
641,Mar,2019,VLG-045,VLG008,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
642,Mar,2019,VLG-057,VLG008,Đồng Tháp,E60,1.0,Fungicide,FY,Lúa,60,22094150.0,SE
643,Feb,2019,KGG-113,kgg008,Kiên Giang,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
644,Feb,2019,KGG-113,kgg008,Kiên Giang,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
645,Mar,2019,KGG-157,kgg008,Kiên Giang,Demo,2.0,Fungicide,FY,Lúa,10,3184420.0000000005,ST
646,Mar,2019,KGG-157,kgg008,Kiên Giang,TM,2.0,Fungicide,FY,Lúa,40,6619300.000000001,ST
647,Mar,2019,KGG-157,kgg008,Kiên Giang,TM,2.0,Fungicide,FY,Lúa,40,6619300.000000001,ST
